epoch,step,lr,cfm,cfm_cohort_BraTS-GLI,cfm_cohort_LUMIERE,cfm_weight,contrastive,contrastive/bg_cap_hit_frac,contrastive/delta_abs_mean_in,contrastive/delta_abs_mean_out,contrastive/roi_cap_hit_frac,contrastive_weight,ema_decay,gpu_mem_peak_mb,grad_clip_active,grad_norm_cn_postclip,grad_norm_cn_preclip,grad_norm_trunk_postclip,grad_norm_trunk_preclip,samples_per_sec,step_time_sec,t_mean,total
0,99,4.95e-06,4.54839,4.91094,2.06798,1,-0.00365936,0,0.012232,0.011846,0,0.01,0.906542,13320.4,1,1,7.50134,0.0302485,0.226905,14.1581,0.141261,267.5,4.54835
0,100,5e-06,3.54491,1.55397,2.06798,1,-0.00342309,0,0.0114393,0.0112716,0,0.01,0.907407,13320.4,1,1,5.66192,0.0293893,0.1664,13.8952,0.143935,488.5,3.54487
0,101,5.05e-06,3.17062,3.47976,2.86148,1,-0.00364369,0,0.0121831,0.0121635,0,0.01,0.908257,13320.4,1,1,5.54721,0.0354718,0.19677,14.1616,0.141226,529,3.17058
0,102,5.1e-06,3.43811,3.47976,2.86148,1,-0.00339131,0,0.0113327,0.0112079,0,0.01,0.909091,13320.4,1,1,5.31297,0.0295811,0.157164,13.6366,0.146664,489,3.43808
0,103,5.15e-06,4.78056,4.17982,2.86148,1,-0.00341135,0,0.011403,0.0116127,0,0.01,0.90991,13320.4,1,1,7.99545,0.0281398,0.22499,13.933,0.143544,235.5,4.78052
0,104,5.2e-06,2.22913,1.99266,2.86148,1,-0.00382269,0,0.0127808,0.0122168,0,0.01,0.910714,13320.4,1,1,4.39756,0.0354048,0.155695,13.5746,0.147334,712.5,2.22909
0,105,5.25e-06,2.37335,1.99266,3.10565,1,-0.00360199,0,0.012041,0.0118756,0,0.01,0.911504,13320.4,1,1,4.64399,0.0346794,0.161051,13.8078,0.144846,714,2.37332
0,106,5.3e-06,2.72292,3.42251,3.10565,1,-0.00381662,0,0.0127591,0.0121589,0,0.01,0.912281,13320.4,1,1,5.17656,0.0347421,0.179844,14.0784,0.142061,602,2.72288
0,107,5.35e-06,4.57352,3.42251,3.10565,1,-0.00356441,0,0.0119134,0.0116894,0,0.01,0.913043,13320.4,1,1,7.63636,0.029302,0.223761,13.7366,0.145597,265.5,4.57349
0,108,5.4e-06,3.60498,2.36555,4.84441,1,-0.00367968,0,0.0123002,0.0119303,0,0.01,0.913793,13320.4,1,1,6.50414,0.0308753,0.200817,13.8371,0.144539,474.5,3.60494
0,109,5.45e-06,2.6121,2.36555,1.45705,1,-0.00355927,0,0.0118964,0.0116627,0,0.01,0.91453,13320.4,1,1,5.25572,0.0322713,0.169609,13.8563,0.144339,700.5,2.61207
0,110,5.5e-06,4.3148,3.24582,5.38378,1,-0.00369083,0,0.0123357,0.0117454,0,0.01,0.915254,13320.4,1,1,7.38417,0.029076,0.214702,14.1608,0.141235,307.5,4.31476
0,111,5.55e-06,3.40263,3.20304,5.38378,1,-0.00377241,0,0.0126123,0.0122618,0,0.01,0.915966,13320.4,1,1,6.67253,0.0316969,0.211498,13.8978,0.143907,499.5,3.40259
0,112,5.6e-06,1.48977,1.38055,5.38378,1,-0.00341025,0,0.0113966,0.0113506,0,0.01,0.916667,13320.4,1,1,3.66699,0.0325779,0.119463,13.7593,0.145356,929,1.48974
0,113,5.65e-06,2.19196,2.68814,1.69578,1,-0.00367651,0,0.0122886,0.0118827,0,0.01,0.917355,13320.4,1,1,4.63498,0.0329434,0.152692,14.1128,0.141716,754,2.19192
0,114,5.7e-06,4.58306,3.79667,1.69578,1,-0.00369599,0,0.0123526,0.0117819,0,0.01,0.918033,13320.4,1,1,8.37721,0.0275482,0.230777,13.837,0.144539,275.5,4.58302
0,115,5.75e-06,3.17056,4.40695,1.69578,1,-0.00367827,0,0.0122943,0.0118068,0,0.01,0.918699,13320.4,1,1,5.96396,0.0314276,0.187433,13.7679,0.145265,546.5,3.17052
0,116,5.8e-06,1.63646,1.76089,1.69578,1,-0.00354135,0,0.0118343,0.0114385,0,0.01,0.919355,13320.4,1,1,3.89594,0.0321355,0.125198,13.7361,0.145602,893,1.63643
0,117,5.85e-06,2.29433,1.76089,2.1801,1,-0.00370523,0,0.0123858,0.01206,0,0.01,0.92,13320.4,1,1,4.75088,0.0327031,0.155369,13.861,0.14429,687.5,2.29429
0,118,5.9e-06,2.42879,1.76089,2.88124,1,-0.00365714,0,0.012225,0.0119609,0,0.01,0.920635,13320.4,1,1,4.96386,0.0327464,0.162549,13.7433,0.145525,676.5,2.42875
0,119,5.95e-06,3.66043,2.82968,2.88124,1,-0.00362832,0,0.012128,0.0119158,0,0.01,0.92126,13320.4,1,1,7.19955,0.0292148,0.210334,13.5441,0.147665,431,3.66039
0,120,6e-06,5.11765,2.82968,2.88124,1,-0.00354097,0,0.0118322,0.0113774,0,0.01,0.921875,13320.4,1,1,8.62181,0.0260334,0.224455,13.729,0.145677,144,5.11762
0,121,6.05e-06,3.34626,2.82968,4.66804,1,-0.00372455,0,0.0124473,0.0117513,0,0.01,0.922481,13320.4,1,1,6.43287,0.0302553,0.194629,14.0013,0.142844,493.5,3.34622
